datetime,location,name,rating,review
2013-06-11 06:50:05,"Sacramento, CA",RATISH,1.0,"Sallie Mae turns out to be the worst place to get a student loan. Firstly, the worst customer service was provided and hasn't changed for the past FIVE YEARS that now I'm pissed off at them. Certainly I wouldn't even tell anyone to get a loan with them even if it's a small amount because in the end, they charge you for things which they don't even know about that turn unexceptional for a Federal based bank to operate like this; I will never advise anyone to using Sallie Mae. It is sad that if you can't pay outright, you really should not be going to higher education because the government wants us to deal with a company like THIS and I'm not even behind or late on my payments. It's just these people who base things off from idk where with their interest rate higher than my mortgage rate. Lol, it's just a stupid place to go with for financial aid."
2013-06-11 05:05:22,"Marlette, MI",Ketan,1.0,"I first began repayment in 2009 and that is when the trouble started. I was getting late fees for loans I never received, paperwork saying the payment was due. I called CS and was told the late fees are unable to be reversed PR removed. After three months of this, I consolidated what I could with the Dept. of Ed. and have been completely satisfied with DOE. This year, I have had to fight with them to stop sending me separate statements for each of two loans. I have fought with them via phone - called six times now. Also, the payment was due on the 26th each month. They wanted one payment on the third and one on the 22nd of each month. I've argued for three hours total about this issue as my budget is set up so they get one lump sum at the end of the month. I have had to bite the bullet and move my payment due date up 4 days. They lower my payment every three to six months as I start getting ahead of the interest. They want to keep you from paying anything on the principal.If I can say anything to future students it’s this: borrow from local banks or work with your school’s financial aid team to get grants and scholarships. Do not use any assistance from Sallie Mae. Also ask your school's FA team if there is a local private lender that you can borrow through. I had one with my school and it was interest free; and I had it paid off in a year. Do not use Sallie Mae at all."
2013-06-10 14:08:31,"Rockford, MI",Brenda,1.0,"My daughter and I both have student loans with Sallie Mae. They have been telling me that my daughter is the co-signer on my student loan which is not accurate. I have been paying my student loan where it comes directly out of my account each month. They sent my daughter a notice stating I was delinquent on my student loans. I'm ready to stop paying them altogether. It has been nonstop problems with them ever since the loans were acquired. What is it going to take for someone to do something about this company? They know what they are doing and it is a form of abuse to people and there needs to be a class action lawsuit, not to just slap them on the hand and send everyone a check for $20 but to drive them out of business and to audit all loans to make sure they are accurate and legitimate."
2013-06-10 12:25:47,"Winchester, NH",Cathy,1.0,"There is still no word from Sallie Mae to me, CP or BBB just so everyone knows. Sallie is not responding."
2013-06-07 22:02:40,"New Westminster, BC",Cassidy,1.0,"I went to school using student loans. No surprise as an older returning student. I graduated and got work in Canada. Thanks, NAFTA. I want (and am attempting to) pay my student loans off but I do not have a back account in the States for VERY obvious reasons. Now, here are the problems: Sallie Mae cannot process money from my Canadian $ account (fair enough). Sallie Mae cannot process US$ from my US$ account held at my Canadian bank. Routing numbers for banking accounts are slightly different in Canada and US. INTERESTINGLY, my Canadian bank has NO PROBLEM processing US$ cheques from family that send money to my daughter for her birthday, etc. I'm slightly agitated.Okay, so let me pay you monthly using my credit card. It works with every other company I have ever dealt with that is not Canadian. ""Sure! However, you cannot set up an auto payment and you will have to call us every month to make the payment (ever tried calling Sallie?). Oh, yes and just one more thing... that will cost you an extra US$15 to pay by credit card... Oh and I see you have loans with both Sallie Mae departments, so really you will have to call both offices and pay the US$15 processing charge to each in order to pay with your credit card."" REALLY? You want me to make two phone calls and pay an extra US$30 in fees so that I can pay my loan? Now, I am seeing red.When I asked to whom I could talk with about this terrible and unfair business practice, I was told the only way to make a complaint would be to compose a formal letter and mail it to the Sallie Mae address with Attn: Regional Manager in the address. I could not even get a name of a human with whom to correspond. The consequences are that I refuse to pay extra fees just for the privilege of paying back my student loans. I will also refuse to pay any and all interest added to the loan as consequence of my refusal to pay the extra. It is Sallie Mae's problem that their system is antiquated, not mine."
2013-06-01 18:55:08,"Grayling, MI",Lindsey,1.0,"I contacted Sallie Mae on Tuesday, May 14, 2013 at 3:46 pm, to request a cancellation of my payment this month. At that time, I was informed that I did not have a payment scheduled. On May 22, 2013, I was charged an overdraft fee on my bank account in the amount of $30. I contacted Sallie Mae again on May 23, 2013 at 9:43 am to register my complaint. At that time, I was informed that they would process a refund to me, and that I would be taken off auto debit. On May 24, 2013, I checked my bank account to see if the payment had been processed into my account, and found yet another $30 over draft charge. I contacted Sallie Mae on May 24, 2013 at 9:27 am and was informed that I was not withdrawn from auto debit.On May 28, 2013, I again contacted Sallie Mae again at 6:15 pm because my refund had still not been applied to my account. I was told it would be in my account on Monday, the 27th. I waited until Tuesday because Monday was Memorial Day. The person I spoke with informed me that the previous person I spoke with had lied to me and that it would take 7-10 business days for the refund to be placed into my account. I, of course, became furious and frustrated with the situation, and demanded action. The supervisor informed me that they would put a priority on my refund and I would have it in 24-48 hours. At this time, I also double checked to make sure I had been removed from the auto debit, which they confirmed. I also specifically asked if this was effective immediately and was informed that yes, it was.I checked my bank account the next day and found that I had been charged an overdraft fee yet again. That is $90 in overdraft fees! So, I once again contacted Sallie Mae on May 29, 2013 at 3:45 pm. I immediately asked to speak to a supervisor and demanded an explanation for the continued lies. She informed me that it should have been explained to me that my removal from auto debit wouldn't take effect until next month. Since I had them on the phone, I inquired about my refund and was told that it was approved and on the way.On May 31, 2013 at 6:34 pm I again called Sallie Mae; I had waited the 48 hours and still had not received my refund. The Supervisor I spoke with informed me that once posted, it would take 24 hours to get into my account - yet another lie. I argued with this woman and informed her that this was getting out of control. I keep being put off, and am sick of it.This company has lied to me numerous times. I find this unacceptable. I live paycheck to paycheck and cannot afford any one messing with my finances. I have been given excuses and apologies, but I require money to live on."
2013-06-01 14:33:06,"Glen Allen, VA",Rashida,1.0,"I have 1 private loan with Sallie Mae and 2 Stafford loans. In March 2006, I paid off my private loan in full while continuing to make regular payments on my Stafford loans. During the time period between April 2006 and 2012, Sallie Mae randomly intercepted 4 payments, totaling about $300, sent for my Stafford loan and applied them to the private loan which was already paid-in-full and not to mention it was sent to NCO Collections in 2004 before I even paid it off, so it should have no longer been in their system as an active loan. They took my $300 and kept it completely for themselves. I received no credit towards my current Stafford loans nor was my money returned to me. For 6 years I've been calling them demanding to speak to supervisors to only be told, ""Yes, I see where the payments have been incorrectly posted, but this will require research, so I must create a work ticket"".My Advice: To anyone even thinking about receiving a PRIVATE LOAN from Sallie Mae, BEWARE! DO NOT DO IT. They will steal from you and unlike most company's who rush to correct their wrongs made to customers, Sallie Mae is so immoral they don't give darn about a customer. We Come a dime a dozen to them and they couldn't care less if we're cheated out of our money!"
2013-05-31 20:41:48,"Gaithersburg, MD",Andre,1.0,"I cosigned a Sallie Mae loan for my daughter's junior year of college. She has three years' worth of loans with Sallie Mae, and she has to pay each one independently. They refuse to consolidate them because the loans are private and not federal. After my daughter graduated, she began working but she doesn't make that much and her total monthly payments to Sallie Mae are over $800. She eventually fell behind on the loan that I co-signed, and it's now about six months behind. I spoke with them and I've been making almost double payments for the last two months, but they still call repeatedly. I certainly understand debt collection, but they go overboard with being rude, attempted intimidation, and repeated calls. I would love to see school counselors and financial aid offices STOP referring kids to Sallie Mae for loans. ALL other alternatives should be exhausted before using Sallie Mae. By using Sallie Mae, kids are facing years of abuse from this company. It's a very taxing and frustrating experience for a young person trying to start their lives after college."
2013-05-28 15:33:03,"The Hood, NJ",B,1.0,"There seems to be no rhyme or reason to the actions of Sallie Mae. I have 2 small loans through them to cover some education costs, but I feel like they are trying to set me up for failure to pay these back! First, they attack my co-signer when I pay on time. I submit online payments about a week in advance, and there was one time, for some reason, no one knows why, it did not reach them in time. If you are late, forget about it. It will take you at least a year to climb out from under their **. They claimed I was late every month since the one slip up. Finally, a day came when I got a call from the people they passed the loan on to. This young woman on the other end sounded about my age at the time (23) and was very nasty with me. She claimed I had been late for months. I found her funny trying to be intimidating so about 15 minutes into the call I started having fun with her. Basically, I finally got out of her that since I was late, there was a past due fee I had to pay that I was constantly behind on!Finally, after getting them off my co-signer and my back, one day out of the blue, I get an email notification that my loan due date had been pushed back. I had no issues for about a year and a half with them so I figured this was a good sign. So I show up as usual, a week in advance of my brand new due date, only to find that it only applied to one of the loans! I am past due on the other so I sent extra money. We will see if they let the dogs loose again. My advice, if you are seeking a job in Medicine, Law, or other Sciences, please, by all means, go to school! Anything else, learn WordPress and coding and sit behind a PC and learn how to run freelance or work for yourself because there are no other jobs or avenues that will keep you sane. What a waste of time my higher education has been!!!"
2013-05-23 13:44:22,"Winchester, NH",Cathy,1.0,"When I attended Springfield College, I applied for financial aid through FAFSA only, but Sallie Mae claims that I electronically applied for a signature loan ($8,000). I have never applied for these loans but they claim I did. The college is the one who electronically signed for these loans and received the money in full. I never saw any promissory note (and they cannot provide one with my signature on it) or any promissory note that includes the percentage rate. I requested these documents from the college who claim they don't keep any of those types of documents, and I have contacted Sallie Mae several times (phone and mail) without providing me the requested documents. I have never signed for these loans nor can Sallie Mae provide proof because it doesn't exist. The loan is now up to $13k and I don't know what to do about this."
2013-05-13 16:11:55,"Washington, DC",K,1.0,"I received a predatory loan for $75k without a co-signer and with an income of under $16k a year at the age of 20! I finished schooling at 24 and my loan was up to $100k. It is now at $140k even though I have paid nearly $10k on this loan. There is no doubt I will be paying for the rest of my life and my loan will only continue to grow... It doesn't seem to add up to anything but more money for Albert L. Lord, CEO, at $53.012 million for 5 years and less money for my child and me. I will never advise anyone to using Sallie Mae. It is sad that if you can't pay outright, you really should not be going to higher education."
2013-05-12 21:38:38,"College Park, MD",Joseph,1.0,"I have set up a plan and was paying regularly. After 5 months of being on the plan, they said I was denied. Then I had to pay an exorbitant amount of money on interest. My original amount of interest doubled in less than 6 months."
2013-04-23 15:14:42,"Starkville, MS",Jen ,1.0,"I just posted a very professional post about a negative experience I continue to have with Sallie Mae over the past 10 years regarding misapplied payments which erroneous late fees on my account, and poor current customer service with a new automated system that prevents access to a representative. I also posted ways to circumvent the automated system to actually get a human being. My post was removed immediately so, Sallie Mae, not only is your customer service deplorable, you only post good things about yourself! Pat yourself on the back.Here is some additional information - since I graduated - I have paid well over 35G in loans back to Sallie Mae. Throughout the process, I would have to phone in monthly as they would misapply payments to the different loan bulks, which would then incur late fees. I would have to call monthly go through the process of getting a senior person on the phone and would have the payments applied correctly. Following that, they would refund the late fees. I recently finished up a residency and was in deferment. I did not register in the spring to take a semester off from the graduate program. My loans came out of deferment and although I am registering for summer and fall, I've decided to once again begin to pay them down. 1 payment in and Sallie Mae was up to their old tricks! I paid $200 over the due amount (around $800) and they misapplied to a bulk of loans that isn't due till June or July. The account incurred 50 dollars in late fees due to their mistake. I tried to reach them via phone but their automated system now makes it impossible to reach a human being (typically a senior rep) that can deal with these issues. I had to email them and demand that someone call me back to correct the issue. A senior rep called me back in 48 hours (on a Saturday) which is the only nice thing I can say - and fixed the issue. My $50 will be refunded (which is typical if you catch this mistake). However, the senior rep who handled the issue transferred me to a closed department for my refund. So that will have to wait until Monday.There are only 2 ways you can reach a person at Sallie Mae now. One is to email and demand an urgent call back. Two is to have your banking institution contact them directly via a special phone number that only they have. Complain to your congressman if you are having similar issues.Had I known what I know today, I would have never financed my education through Sallie Mae! I have complained to the Better Business Bureau twice in the past 10 years and received over a hundred dollars in a recent class action lawsuit."
2013-04-22 23:36:08,"Nashua, NH",Pat,1.0,"The company keeps calling and calling. I only make so much and the overdraft fees on my bank are just growing and growing. Glad no one co-signed my loans so when I pull the trigger, you won't bother anyone else."
2013-04-09 15:42:11,"17350, PA",Sarah,1.0,"My husband is unable to afford his monthly student loan payment to Sallie Mae. He has discussed this on the phone with them on several occasions and has asked them to lower it to something manageable. They will not lower it to something he can afford. They will allow him to defer the loan for $150 for 3 months, but the $150 does not go towards paying off his loan. He finally decided to stop paying and stop deferring in an attempt to make them realize that they must lower his payment. They call him multiple times a day, this includes Saturdays and Sunday. Additionally they call his parents, who have nothing to do with his school loan, multiple times a day. Yesterday, they called me for the first time ever saying that he ""used me as a reference"", which is a lie. They used this new lie on his parents as well. Around Christmas time, we would get red card envelopes in the mail that appeared to be holiday cards from friends/family, but once opened, we saw they were from Sallie Mae. We even got an envelope from UPS one day from Sallie Mae. They are great at harassing us, but no matter how much they harass us, it is impossible for us to make the payment they're asking us for ($500+ a month). We have told them we could squeeze $300, but they will not lower to that amount and will not accept ""partial payments""."
2013-04-05 14:43:14,"Holmdel, NJ",Suzanne,1.0,"Sallie Mae lost my daughter’s payment. They asked her to send a copy of her bank statement, proving that they had cashed/cleared her check. She did as they asked and it took over a month for them to find her payment. Instead of just applying it to her account, they sent it back to her. When I called to make a payment over the phone to clear this whole thing up, again, they would not waive the $14.99 over-the-phone payment fee. I spoke to a very nasty ""supervisor"" who spoke over me condescendingly, finally stating (after 2 months) that my daughter mailed it to the wrong department. The whole thing took over 2 months to clear up. I am very disappointed in Sallie Mae and am looking for another financial institution to buy her loans. I would rate lower than one star, but not an option!"
2013-03-27 19:56:26,"Markham, IL",kendra ,1.0,"I owe an extreme amount of money in student loans. It was not because of the cost of the institution but the cost of what Sallie Mae charges in interest. I thought I was doing myself a favor by subsidizing my student loans and making Sallie Mae my only lender. Unfortunately, I found out that this is one of the worst loan companies ever, after the fact. I deferred my loans for 1 month and they increased my monthly payments for the life of my loans by $40. This is absolutely absurd. They might as well venture into the payday loan business. They seem to fair quite well at ripping everyday people off."
2013-03-22 21:42:55,"Orlando, FL",Rojet,1.0,"I called Sallie Mae and spoke with Kaitlin at ext. **. She agreed that a certain amount would be taken out of my account on a certain date every month for certain private loans. She agreed to it and everything, and I'm thinking everything is fine until I looked at my bank account activity and realized that I was charged 5 days before I was supposed to be. I was at risk of having overdrafts because of her, and if she can't pay attention and do what she leads customers to believe she is doing for us, she shouldn't be doing the job. They should employ someone that would actually do the job right. College graduates like myself have a hard time finding jobs but screw-ups and people that don't care about the quality of their work can get a job before those of us that would do the job accordingly? This doesn't include all grads but you get my point.Anyway, I called back and another worker told me that only one of the loans was paid on, so not only did she charge me earlier than requested, she didn't even allocate accordingly even though she agreed that. I spoke with a supervisor to put in a complaint, not for the sake getting Kaitlin fired, but to tell her to wake the hell up. Management will do what they will with her, especially if they are actually trying to weed out bad employees. I had to call back today because (wait for it...) I was charged on the requested date as well, and it really pisses me off. I have bills pending payment soon and if those aren't paid, that's a cause and effect that I don't wish to deal with, but I would expect and demand that Sallie Mae pay for it because it was no fault of my own. They refunded it but said it will take 24 to 48 hours.This isn't the first problem I've had with them in regards to these loans. I was told that they could be grouped together into one payment prior to a separate payment at a certain amount being paid like now. I was told they would be grouped together for one payment amount, got several confirmations and after being notified that payment was delinquent for one of the loans, I found out that they weren't and could not be grouped together regardless of the confirmations I was given over the course of several days. I had to go through Sallie Mae's customer advocate because they didn't want to work with me and honor what they led me to believe. The supervisor (Lucius) wanted me to forget about it as if I'd just accept that crap. So the customer advocate worked on the case basically so that they could get a grip and honor the lie I was told. And during that time, Sallie Mae sent the unpaid loan to a collection agency (National Enterprise Systems that had an extremely aggressive worker by the name of Raymond ** who tried to make it seem like I refused to pay regardless of the pending case and actually hung up on me, but no one answered when I called back to make a complaint about his rudeness). That amount was recovered from collections by the advocate, and now I am here trying to move forward like I was prior to this **, and it's one problem after another based on Sallie Mae hiring some of the dumbest people. How can someone make good on payments, or at least try regardless of situations if we are being met with problems from the lender? It's a stupid situation that I have no time for. I'm trying to make money to keep our heads above water so that we don't end up on the damn street not wasting time because of bad customer service."
2013-03-22 15:10:32,"Grundy, VA",R.,1.0,"You will not resolve their issues, but I want everyone to know some of their problems. The first person you speak with is always nice and then you are transferred once you give your information. Not all the time, but most of the time, the person you speak with next is already argumentative and pissed off because the calls they get are people who are pissed because Sallie Mae screwed something up. They are the worst company I have ever dealt with. There are so many other companies to use. Please don't do what I did and use Sallie Mae. Every time you need to speak with someone, you will be let down. I talked to Latricia in the ghetto (I know this because she said, ""I'm in the ghetto dawg""). I was then transferred to someone name Alger or Aljeer (English is definitely not his first or second language). I have been told lies when people don't know what the answer is; they given the wrong pay date, the wrong forbearance end date, invalid credit card entry (put someone else’s name with my credit card info, how that happens only god knows), a voided credit card entry that made my payment late, because no one put a name on the card I used after I changed it so I had to pay late fees (i.e. they just ran the card without anyone’s name on it after I told them whoever’s name is on the card is not mine and gave them my name), and not to mention sitting on hold for hours out of a day to try to find someone that has more brains than my dog. I have had the phone hung up on me by some lady who would not give me her name or code. I have never been put on hold so many times in my life with a company. For a while I thought they may just not write anything down and just argue with you for ten minutes and act like they are doing things to your account, but I figured it out. I think they write things down with crayons that is why they can never keep track of anything. I am an attorney myself so I do not need anyone to contact me, but I will help anyway; I can if you send me an email. Also, this isn't a big deal, but every time I call, they have the wrong address for me listed so I don't get anything in the mail. I have given them my address twice and no one will change it. I tried to get email notices since they can't figure out how to write my address so they can read it (it is hard sometimes with crayons), but I have never received one email."
2013-03-22 14:41:25,"Branford , CT",Yancy,1.0,"So my wife is nine months pregnant and got a phone call from Sallie Mae stating that there will be a judgment on the loan even though she made arrangement months earlier to make monthly payments. So since they took the money every month, she thought it was okay. My wife called in and spoke to a supervisor named Mark **, who said that is not his problem and he didn't know why she was charged every month and this ** was still happening. This ** told my wife that the error serves her right because she was paying a mortgage and a car loan. She was also paying an arraignment that was not approved. Smh. After listening to the recorded conversation, I realized this Mark ** is a racist and should not be in a position like that. Then he ended the conversation by hanging up in my wife's face."
2013-03-13 23:54:46,"., AZ",Mill,2.0,"I have called Sallie Mae several times over the life of my wife's student loans. Every time I call, I have to wait on the phone for at least 30 minutes (or do their stupid call back thing which actually makes you wait longer). Then when I do get somebody to answer, they don't speak English (big surprise there). And inevitably, I have called the wrong number, because they don't post the number I need on their contact information. So then I get transferred to another call queue and have to wait all over again. Fantastic. I asked to speak with a manager and have to wait again. This is terrible customer service. If you don't have enough people answering the phones to answer them within 5 minutes, hire more employees! It really is not that hard to have fair, if not good customer service."
2013-02-21 04:33:33,"Depew, NY",James ,1.0,"My wife had a loan with these hacks that was paid in full in Dec. of 2011. We received a letter from them stating so. Then the last day of October 2012 and twice on a day in November, Sallie Mae filched $465.50 out of our bank account in 3 transactions. I have 2 small kids. So you can imagine what having a sum like that stolen from your account 7 weeks before Christmas is like. Apparently, there's a student out there with the same last name as ours and they paid her loan with our money! It has become a part-time job trying to get this money back. I call every week, lately every day, and each time I call, I have to start from square one as no one there has any idea what's going on. This has taken 4 months already with no end in sight. Then I get put on hold and when someone picks up 20 minutes later, they have no idea why I'm holding and I have to start all over again! I don't know how many hours I've spent on the phone with them but every time I call, it's at least 45-90 minutes. Then I spent money faxing proof of bank transactions, certified mail. I even missed calls for overtime for my job, because I didn't want to lose my place in the phone queue so that's more money out of my pocket. You dial one number and they say, ""No, try this other number,"" and when you get through, they tell you that you must call the first number back!I've never seen such incompetence in my life! This is how we were rewarded for being a customer of Sallie Mae and paying off our loans on time in good order. They steal money from our bank account and it's on me to prove everything. I present rock solid proof of their criminal incompetence and it's not enough to get my money back in a timely manner. You would think a decent organization would have realized the error and acted immediately. Don't expect this from Sallie Mae."
2013-02-20 21:12:46,"La Mirada, CA",Bhagya,1.0,"My loans are under deferred until April 6 and my school informed them Jan. 6 was my last class. Feb. 19th I received a bill due on Feb. 20. It is a large amount. I called them, explained and they were explaining and explaining no help at all. Then I checked again online and my other Sallie Mae loan says due on April 2. But Feb. 20 it says due on Feb 20. Is this legal? No matter what happens, I have to pay."
2013-02-20 18:06:46,"Brooklyn, NY",Sharon,1.0,"I had (5) Sallie Mae loans, one is a personal loan. The other (4) have been paid off by NJ higher education back in January 2011, who actually brought the loans from Sallie Mae. NJ higher education removed their item off of my credit report and Sallie Mae refuse to remove it from my credit report. The other (1) personal loan was scheduled to be removed May 2013 and now it’s showing November 2013. This date was changed back in December 2012. This is illegal because as per the law, it supposed to be removed after 7 years. This loan was opened in 2005. I have written to Sallie Mae and the (3) Credit Bureaus on numerous occasion to investigate these matters and to correct them. This situation is holding me back to move from a bad living environment, finding jobs and getting back in school. I have proof that the (4) loans were all paid since January 2011 and proof of my credit report showing “remove May 2013” and the latest showing “remove November 2013.”"
2013-02-18 17:31:15,"Niles, OH",Diane,1.0,"So, Sallie Mae keeps sending me 2 bills per month, with 2 different payments. Also, the total balance due on these 2 bills are different by a large amount. But here is the kicker - both bills I receive each month contain the same account number. How is that even possible or even legal? Any help would be great."
2013-02-17 03:20:01,"Temecula, CA",Nathan,1.0,"This corporation has so many flaws; I don't even know where to start. I do not even have a loan with them, and I am just totally disgusted with them. I cosigned for my sister’s school loan and they hassle me so often about payments not being made when they are paid on time always. This harassment has been going on for over a year and just doesn't stop. I receive mail of late payments and phone calls often. I am on a 3-hour time zone difference of where I receive these phone calls and they are always early Saturday and Sunday mornings. I question why they do not contact her first and why they seem to never have payments updated. It is the same story every time. Once they look, they see they have received payment and rudely act as if they are doing nothing wrong without apology.I became so frustrated at getting weekly early phone calls this past week that I asked to speak to a manager to try and resolve this issue. Once I got to talk to a manager, she was just as incoherent as everyone else I speak to. She was very rude and gave no effort to make things any better. She also went through the same wrong payment issue as everyone else. Just pathetic! I guess this saga is never going to end and I just wanted to give my two cents on how horrible this corporation is, as everyone else I have read about. If you have a choice to avoid getting a loan through this so-called corporation, I would move to other options - and I'm just a cosigner."
2013-02-16 05:16:41,"Wakarusa, KS",Dawn,1.0,"I have sent multiple letters to both Sallie Mae, West Asset Management, Allied Interstate and ERS which all were involved in my default student loan. I have sent numerous of certified letters asking for them to provide me the details of the loan, amounts paid and amounts owed. I never once received a response. My taxes were garnished in 2008, 2009, 2010 and 2011. I never saw once anything showing where over the years the $17,000 was credited to my loan. I have, in April 2012, gave up and refinanced the $101,000 student loan. My paycheck was still being garnished by West Asset Management even though the loan was refinanced and I am making payments. West Asset Management garnished 2+ paychecks that should not have been. They also will not help me to get my money back. Instead, they keep telling the loan is paid off and they would not accept the money; however, the State of Kansas did in fact garnish my check and sent the money to West Asset Management, because they never issued a withholding cancellation notice until I make over 5 phone calls to Sallie Mae, US Funds and West Asset Management because no one wanted to help, instead passing me off to someone else. With over 3 hours of phone calls, finally West Asset Management on 9/12/12 sent the cancellation notice that should have been done on 7/1/12. Please help me! I still owed money as of 2/15/13 with no one to call back! All the document I mailed were certified and I still have."
2013-02-15 16:20:45,"Modesto, CA",Robert ,1.0,"My Citibank SLs were taken over by SM without so much as a word of forewarning and no concern for my wishes a few years back. That was not a problem until the smaller of my loans neared full repayment. I pay by mail using SM’s preprinted payment coupons. Shortly after the coupons indicated that it had been paid off (by this I mean the payment amount went down), I received a letter saying I was overdue. I went online and checked. Apparently, these math wizards (I mean that is their only real duty, doing the math correctly) left a partial payment unaccounted for on my coupons. So I called them and explained what the problem was. I offered to add the difference to my next payment, but I was not going to pay the penalties, etc., incurred by their mistake. ""Spencer"" put me on hold for over 20 minutes before returning to say that the penalties would be removed. I double-checked with him as to the amount still owed, as well as how much my existing loan payment was, and how much those two amounts would total. Next payment was made with these adjustments. A month later, another overdue notice. After checking online again, there was still fifteen cents left on the loan - talk about nickel and diming. Also, it seems that instead of clearing the penalties, SM shifted the amount to my other loan payment, raising the amount due almost five dollars over what my coupons indicate, setting me up for more BS. I'm still in communication about this, so I can't say how this will end. But I'm pretty sure it won't be to my liking.But enough complaining. What I really want is some direction toward someone who can help people like us take SM to task. We've just let all these greedy/incompetent money-grubbers get away with almost bankrupting our country. Isn't there anything we can do to defend ourselves against this sort of willful disrespect?"
2013-02-15 13:51:36,"Lakeland, FL",Heisha,1.0,"During the months of November and December, I got behind on my Sallie Mae monthly loan payments due to short of hours at work. The daily and 7 times a day calls from a collection company hired by Sallie Mae from Newark were more than I could handle. Not only did they treat me like I was a bad customer (not knowing my circumstances), but they were very rude. On January 31st, I was able to make a payment over the phone and I did inform them that I only get paid once a month and that if I came up with some cash before the end of the month, I will call them to process a payment. I made another payment on 02/11/13. Yesterday (02/14/13), I got a call from Sallie Mae requesting another payment. I advised them again that I just recently made a payment and my next payment was going to be processed at the end of the month. They offered to help me bring down my past due if I postdate two payments. I told them that I make payments in different ways, meaning with different credit cards. Postdating a payment was not a good option for me and also I've had very bad luck doing that in which by mistake, the incorrect payment amount has been taken out from my accounts leaving me with hardly anything to go by the rest of the month. The man who spoke with me started saying that I just didn't want to pay and that they were going to keep calling me every day until I get the account cleared. He even assumed that this loan was a student loan saying that I already graduated and I was working, so it was my responsibility as a student to pay them back. Little did he know that this loan was to cover tutoring classes for my child that has a learning disability. Today, I got another call to request another payment. I advised the man that I spoke with someone yesterday and the same attitude of rudeness. I told this man that I could not come up with any more money until the end of the month, and I advised him of the two recent payments I had made. He didn't even care and offered again postdating of a payment. I told him that was not an option and he told me that they were going to keep calling me every day and ended up hanging up on me. What kind of customer service do they have in their company? Not every person who gets behind in their monthly payments do it just for the pleasure of it. My vehicle got repossessed; my home is in foreclosure and my husband lost his job a few months ago. I'm trying to survive and still I'm sending payments. These are very unprofessional ways and so-called options of helping a customer."
2013-02-13 20:50:24,"Greenwood Springs, MS",Kathy,1.0,"My husband co-signed on a loan for my son. He has two accounts that are due by the 15th of the month. The notes are set up on auto pay. Somehow the monies get posted to the same account and this throws the second account into a delinquent status. So, on the 16th of the month, the calls start from sun up to sundown. It has gotten to the point we try to just ignore the calls but finally got so pissed off at the continued calls we answer and go through the same spiel, ""We are not delinquent. Look at both accounts. Do you see two payments posted to that account?"" The caller said, ""Yes."" ""Well, y'all have done it again, posted the monies to the same account."" I keep asking, ""What else can we do besides paying what we are supposed to do? Can we come to your location and post the flipping payment ourselves?"" This is nothing but harassment and if anyone has a name and number that I can call and report this to, please let me know. Each time, we are told, ""Oh, we are sorry, we will fix it,"" and the next day they are calling again. And they wonder why people are going off in America! This is a fine example!"
2013-02-12 18:28:15,"Huntsville, AL",James,1.0,"My situation is that Sallie Mae let my ex-wife fund up over $6,000.00 in interest fees by putting the account in deferment without my knowledge. I started school and thought my ex-wife was paying the bill because I had no correspondence telling me otherwise. When I graduated, Sallie Mae sent me a bill saying that I had to start paying my student loan back since I graduated. My first thought was that my employer paid for my schooling. Are they crazy? But no, the student loan went from $15,000.00 to $21,576.00 in three years, and Sallie Mae took my ex-wife’s name and step-daughter off the loan. I was on the hook for the balance. What a bummer. How can Sallie Mae just get away with doing whatever they want to do?"
2013-02-12 03:24:30,"Brooklyn, NY",Matthew ,1.0,"I have all of my emails saved if needed. I paid through the direct payment on my bank's website, but it went to my old vendor because it has changed so much instead of Sallie Mae. I was in contact with them for weeks trying to find the payment. Every confirmation number I got from the bank wasn't enough. They were always missing something. I complained to the BBB and am now in contact with someone else. She helped track the payment to Direct Loans which is the same everything except one digit in the zip code. So, after finally tracking it to the company, they pretty much refused to even try to track it. I had to call Direct Loans and get a transaction number. The lady I am stuck dealing with says they can't locate it and again they need something. Direct Loans sent them the check on 1/22. They gave the transaction number and I gave it to Sallie Mae and they refuse to even attempt to do anything to resolve this matter. The lady I am dealing with tries to also play stupid and asks me questions when I gave her the information a week ago with the work I had to do. Please help me get them to take the payment and stop them from putting me into default."
2013-01-31 18:00:14,"Tempe, AZ",Theresa,1.0,"I had a loan with AES and never had a problem. Sallie Mae took over and it’s been a complete nightmare. I applied for income sensitive payments in December of 2012. I still have no idea if my application has been approved. It was supposed to take 3-5 business days to process. I call, write, and email; and I get no response whatsoever. I do receive past due notices and statements that tell me I am delinquent which is also incorrect. When you apply for a change in payment plan, you are supposed to be put in administrative forbearance. Their website even says that, but not me. I'm delinquent for some reason. I assume they will send their information to the credit reporting agencies as well, and I can do nothing to stop this! I am just another victim of Sallie Mae. I understand they have a very poor rating and I know why. So my credit will be ruined, and I can do nothing? How is this company allowed to do this to people? I have documented every inaccurate step they have taken, just in case somehow somewhere they can be taken to task for their horrible actions."
